Rank,City_country,Attribute,Value
393,"Samara, Russia",Gym monthly ,27.8
393,"Samara, Russia",Cinema (1 ticket),5.42
393,"Samara, Russia",Levi 501 Jeans,43.34
393,"Samara, Russia",Nike runners,74.59
394,"Guayaquil, Ecuador",Food,62.41
394,"Guayaquil, Ecuador",Cigarettes 20 Pack,5.14
394,"Guayaquil, Ecuador",Public Transport,17.13
394,"Guayaquil, Ecuador",Petrol 50L ,87.5
394,"Guayaquil, Ecuador",Utility bills ,118.89
394,"Guayaquil, Ecuador",Internet 60mbps ,8.37
394,"Guayaquil, Ecuador",Gym monthly ,45.69
394,"Guayaquil, Ecuador",Cinema (1 ticket),7.49
394,"Guayaquil, Ecuador",Levi 501 Jeans,72.85
394,"Guayaquil, Ecuador",Nike runners,73.7
395,"Cuenca, Ecuador",Food,67.81
395,"Cuenca, Ecuador",Cigarettes 20 Pack,3.21
395,"Cuenca, Ecuador",Public Transport,26.72
395,"Cuenca, Ecuador",Petrol 50L ,87
395,"Cuenca, Ecuador",Utility bills ,134.2
395,"Cuenca, Ecuador",Internet 60mbps ,12.8
395,"Cuenca, Ecuador",Gym monthly ,29.6
395,"Cuenca, Ecuador",Cinema (1 ticket),8.01
395,"Cuenca, Ecuador",Levi 501 Jeans,64.68
395,"Cuenca, Ecuador",Nike runners,79.16
396,"Podgorica, Montenegro",Food,53.89
396,"Podgorica, Montenegro",Cigarettes 20 Pack,3.7
396,"Podgorica, Montenegro",Public Transport,28.47
396,"Podgorica, Montenegro",Petrol 50L ,59.5
396,"Podgorica, Montenegro",Utility bills ,59.65
396,"Podgorica, Montenegro",Internet 60mbps ,16.66
396,"Podgorica, Montenegro",Gym monthly ,34.17
396,"Podgorica, Montenegro",Cinema (1 ticket),8.54
396,"Podgorica, Montenegro",Levi 501 Jeans,63.43
396,"Podgorica, Montenegro",Nike runners,66.73
397,"Rio de Janeiro, Brazil",Food,51.68
397,"Rio de Janeiro, Brazil",Cigarettes 20 Pack,2.11
397,"Rio de Janeiro, Brazil",Public Transport,41.96
397,"Rio de Janeiro, Brazil",Petrol 50L ,64.5
397,"Rio de Janeiro, Brazil",Utility bills ,81.2
397,"Rio de Janeiro, Brazil",Internet 60mbps ,22.36
397,"Rio de Janeiro, Brazil",Gym monthly ,25.85
397,"Rio de Janeiro, Brazil",Cinema (1 ticket),5.94
397,"Rio de Janeiro, Brazil",Levi 501 Jeans,55.71
397,"Rio de Janeiro, Brazil",Nike runners,83.27
398,"Nizhny Novgorod, Russia",Food,60.52
398,"Nizhny Novgorod, Russia",Cigarettes 20 Pack,3.59
398,"Nizhny Novgorod, Russia",Public Transport,29.4
398,"Nizhny Novgorod, Russia",Petrol 50L ,90
398,"Nizhny Novgorod, Russia",Utility bills ,152.57
398,"Nizhny Novgorod, Russia",Internet 60mbps ,24.23
398,"Nizhny Novgorod, Russia",Gym monthly ,30.56
398,"Nizhny Novgorod, Russia",Cinema (1 ticket),5.39
398,"Nizhny Novgorod, Russia",Levi 501 Jeans,70.48
398,"Nizhny Novgorod, Russia",Nike runners,87.28
399,"Manila, Philippines",Food,55.52
399,"Manila, Philippines",Cigarettes 20 Pack,4.06
399,"Manila, Philippines",Public Transport,24.79
399,"Manila, Philippines",Petrol 50L ,80.5
399,"Manila, Philippines",Utility bills ,208.17
399,"Manila, Philippines",Internet 60mbps ,13.22
399,"Manila, Philippines",Gym monthly ,26.51
399,"Manila, Philippines",Cinema (1 ticket),5.63
399,"Manila, Philippines",Levi 501 Jeans,73.84
399,"Manila, Philippines",Nike runners,68.22
400,"Poznan, Poland",Food,52.02
400,"Poznan, Poland",Cigarettes 20 Pack,3.69
400,"Poznan, Poland",Public Transport,28.45
400,"Poznan, Poland",Petrol 50L ,78
400,"Poznan, Poland",Utility bills ,112.63
400,"Poznan, Poland",Internet 60mbps ,26.24
400,"Poznan, Poland",Gym monthly ,34.54
400,"Poznan, Poland",Cinema (1 ticket),5.27
400,"Poznan, Poland",Levi 501 Jeans,68.49
400,"Poznan, Poland",Nike runners,80.39
401,Data Unavailable for this city,No data for this city,0
402,"Brasilia, Brazil",Food,56.62
402,"Brasilia, Brazil",Cigarettes 20 Pack,2.85
402,"Brasilia, Brazil",Public Transport,19.96
402,"Brasilia, Brazil",Petrol 50L ,63
402,"Brasilia, Brazil",Utility bills ,104.56
402,"Brasilia, Brazil",Internet 60mbps ,50.01
402,"Brasilia, Brazil",Gym monthly ,37.78
402,"Brasilia, Brazil",Cinema (1 ticket),7.07
402,"Brasilia, Brazil",Levi 501 Jeans,47.65
402,"Brasilia, Brazil",Nike runners,103
403,Data Unavailable for this city,No data for this city,0
404,"Queretaro (Santiago de Querétaro), Mexico",Food,52.58
404,"Queretaro (Santiago de Querétaro), Mexico",Cigarettes 20 Pack,3.23
404,"Queretaro (Santiago de Querétaro), Mexico",Public Transport,28.49
404,"Queretaro (Santiago de Querétaro), Mexico",Petrol 50L ,86.5
404,"Queretaro (Santiago de Querétaro), Mexico",Utility bills ,157.04
404,"Queretaro (Santiago de Querétaro), Mexico",Internet 60mbps ,24.95
404,"Queretaro (Santiago de Querétaro), Mexico",Gym monthly ,26.6
404,"Queretaro (Santiago de Querétaro), Mexico",Cinema (1 ticket),5.38
404,"Queretaro (Santiago de Querétaro), Mexico",Levi 501 Jeans,69.37
404,"Queretaro (Santiago de Querétaro), Mexico",Nike runners,81.08
405,"Gaborone, Botswana",Food,54.01
405,"Gaborone, Botswana",Cigarettes 20 Pack,3.21
405,"Gaborone, Botswana",Public Transport,21.37
405,"Gaborone, Botswana",Petrol 50L ,78.5
405,"Gaborone, Botswana",Utility bills ,115.7
405,"Gaborone, Botswana",Internet 60mbps ,12.54
405,"Gaborone, Botswana",Gym monthly ,27.7
405,"Gaborone, Botswana",Cinema (1 ticket),6.41
405,"Gaborone, Botswana",Levi 501 Jeans,45.72
405,"Gaborone, Botswana",Nike runners,73.52
406,"Guadalajara, Mexico",Food,52.84
406,"Guadalajara, Mexico",Cigarettes 20 Pack,4.06
406,"Guadalajara, Mexico",Public Transport,27.04
406,"Guadalajara, Mexico",Petrol 50L ,76.5
406,"Guadalajara, Mexico",Utility bills ,130.41
406,"Guadalajara, Mexico",Internet 60mbps ,14.26
406,"Guadalajara, Mexico",Gym monthly ,28.86
406,"Guadalajara, Mexico",Cinema (1 ticket),6.54
406,"Guadalajara, Mexico",Levi 501 Jeans,72.68
406,"Guadalajara, Mexico",Nike runners,67.61
407,"Burgas, Bulgaria",Food,54.25
407,"Burgas, Bulgaria",Cigarettes 20 Pack,5.03
407,"Burgas, Bulgaria",Public Transport,21.41
407,"Burgas, Bulgaria",Petrol 50L ,88
407,"Burgas, Bulgaria",Utility bills ,134.3
407,"Burgas, Bulgaria",Internet 60mbps ,9.31
407,"Burgas, Bulgaria",Gym monthly ,40.98
407,"Burgas, Bulgaria",Cinema (1 ticket),6.42
407,"Burgas, Bulgaria",Levi 501 Jeans,68.51
407,"Burgas, Bulgaria",Nike runners,77.28
408,"Oradea, Romania",Food,43.74
408,"Oradea, Romania",Cigarettes 20 Pack,3.59
408,"Oradea, Romania",Public Transport,23.61
408,"Oradea, Romania",Petrol 50L ,63.5
408,"Oradea, Romania",Utility bills ,37.51
408,"Oradea, Romania",Internet 60mbps ,31.94
408,"Oradea, Romania",Gym monthly ,23.18
408,"Oradea, Romania",Cinema (1 ticket),5.67
408,"Oradea, Romania",Levi 501 Jeans,60.21
408,"Oradea, Romania",Nike runners,81.92
409,"Ufa, Russia",Food,45.14
409,"Ufa, Russia",Cigarettes 20 Pack,2
409,"Ufa, Russia",Public Transport,10
409,"Ufa, Russia",Petrol 50L ,48.5
409,"Ufa, Russia",Utility bills ,48.19
409,"Ufa, Russia",Internet 60mbps ,21.87
409,"Ufa, Russia",Gym monthly ,23.63
409,"Ufa, Russia",Cinema (1 ticket),5
409,"Ufa, Russia",Levi 501 Jeans,68.63
409,"Ufa, Russia",Nike runners,99.89
410,"Ho Chi Minh City, Vietnam",Food,59.34
410,"Ho Chi Minh City, Vietnam",Cigarettes 20 Pack,4.51
410,"Ho Chi Minh City, Vietnam",Public Transport,25.92
410,"Ho Chi Minh City, Vietnam",Petrol 50L ,73.5
410,"Ho Chi Minh City, Vietnam",Utility bills ,292.96
410,"Ho Chi Minh City, Vietnam",Internet 60mbps ,14.2
410,"Ho Chi Minh City, Vietnam",Gym monthly ,25.5
410,"Ho Chi Minh City, Vietnam",Cinema (1 ticket),5.97
410,"Ho Chi Minh City, Vietnam",Levi 501 Jeans,87.45
410,"Ho Chi Minh City, Vietnam",Nike runners,82.42
411,"Novi Sad, Serbia",Food,52.34
411,"Novi Sad, Serbia",Cigarettes 20 Pack,5.03
411,"Novi Sad, Serbia",Public Transport,20.57
411,"Novi Sad, Serbia",Petrol 50L ,61.5
411,"Novi Sad, Serbia",Utility bills ,138.59
411,"Novi Sad, Serbia",Internet 60mbps ,11.74
411,"Novi Sad, Serbia",Gym monthly ,31.37
411,"Novi Sad, Serbia",Cinema (1 ticket),4.54
411,"Novi Sad, Serbia",Levi 501 Jeans,51.42
411,"Novi Sad, Serbia",Nike runners,55.28
412,"Perm, Russia",Food,49.62
412,"Perm, Russia",Cigarettes 20 Pack,1.43
412,"Perm, Russia",Public Transport,8.16
412,"Perm, Russia",Petrol 50L ,55.5
412,"Perm, Russia",Utility bills ,74.36
412,"Perm, Russia",Internet 60mbps ,9.66
412,"Perm, Russia",Gym monthly ,25.41
412,"Perm, Russia",Cinema (1 ticket),4.08
412,"Perm, Russia",Levi 501 Jeans,34.45
412,"Perm, Russia",Nike runners,72.53
413,"Cape Town, South Africa",Food,48.65
413,"Cape Town, South Africa",Cigarettes 20 Pack,1.94
413,"Cape Town, South Africa",Public Transport,44.07
413,"Cape Town, South Africa",Petrol 50L ,63.5
413,"Cape Town, South Africa",Utility bills ,64.4
413,"Cape Town, South Africa",Internet 60mbps ,22.55
413,"Cape Town, South Africa",Gym monthly ,22.02
413,"Cape Town, South Africa",Cinema (1 ticket),7.66
413,"Cape Town, South Africa",Levi 501 Jeans,46.76
413,"Cape Town, South Africa",Nike runners,68.47
414,"Minsk, Belarus",Food,50.73
414,"Minsk, Belarus",Cigarettes 20 Pack,4.92
414,"Minsk, Belarus",Public Transport,21.41
414,"Minsk, Belarus",Petrol 50L ,86.5
414,"Minsk, Belarus",Utility bills ,138.3
414,"Minsk, Belarus",Internet 60mbps ,8.88
414,"Minsk, Belarus",Gym monthly ,31.64
414,"Minsk, Belarus",Cinema (1 ticket),6.32
414,"Minsk, Belarus",Levi 501 Jeans,52.09
414,"Minsk, Belarus",Nike runners,63.89
415,"Puerto Vallarta, Mexico",Food,58.14
415,"Puerto Vallarta, Mexico",Cigarettes 20 Pack,4.92
415,"Puerto Vallarta, Mexico",Public Transport,19.8
415,"Puerto Vallarta, Mexico",Petrol 50L ,86
415,"Puerto Vallarta, Mexico",Utility bills ,147.6
415,"Puerto Vallarta, Mexico",Internet 60mbps ,8.4
415,"Puerto Vallarta, Mexico",Gym monthly ,36.47
415,"Puerto Vallarta, Mexico",Cinema (1 ticket),6.42
415,"Puerto Vallarta, Mexico",Levi 501 Jeans,69.51
415,"Puerto Vallarta, Mexico",Nike runners,77.62
416,"Khartoum, Sudan",Food,47.82
416,"Khartoum, Sudan",Cigarettes 20 Pack,4.63
416,"Khartoum, Sudan",Public Transport,19.03
416,"Khartoum, Sudan",Petrol 50L ,61.5
416,"Khartoum, Sudan",Utility bills ,109.65
416,"Khartoum, Sudan",Internet 60mbps ,11.34
416,"Khartoum, Sudan",Gym monthly ,28.08
416,"Khartoum, Sudan",Cinema (1 ticket),5.14
416,"Khartoum, Sudan",Levi 501 Jeans,68.29
416,"Khartoum, Sudan",Nike runners,70.54
417,"Durban, South Africa",Food,98.67
417,"Durban, South Africa",Cigarettes 20 Pack,4.98
417,"Durban, South Africa",Public Transport,42.71
417,"Durban, South Africa",Petrol 50L ,59
417,"Durban, South Africa",Utility bills ,64.83
417,"Durban, South Africa",Internet 60mbps ,12.61
417,"Durban, South Africa",Gym monthly ,49.17
417,"Durban, South Africa",Cinema (1 ticket),9.61
417,"Durban, South Africa",Levi 501 Jeans,72.96
417,"Durban, South Africa",Nike runners,99.65
418,"Lodz, Poland",Food,48.42
418,"Lodz, Poland",Cigarettes 20 Pack,2.69
418,"Lodz, Poland",Public Transport,12.04
418,"Lodz, Poland",Petrol 50L ,70
418,"Lodz, Poland",Utility bills ,98.89
418,"Lodz, Poland",Internet 60mbps ,37.97
418,"Lodz, Poland",Gym monthly ,50.24
418,"Lodz, Poland",Cinema (1 ticket),5.74
418,"Lodz, Poland",Levi 501 Jeans,39.02
418,"Lodz, Poland",Nike runners,72.61
419,"Skopje, North Macedonia",Food,46.47
419,"Skopje, North Macedonia",Cigarettes 20 Pack,1.72
419,"Skopje, North Macedonia",Public Transport,32.31
419,"Skopje, North Macedonia",Petrol 50L ,65.5
419,"Skopje, North Macedonia",Utility bills ,68.88
419,"Skopje, North Macedonia",Internet 60mbps ,8.9
419,"Skopje, North Macedonia",Gym monthly ,26.37
419,"Skopje, North Macedonia",Cinema (1 ticket),3.76
419,"Skopje, North Macedonia",Levi 501 Jeans,47.96
419,"Skopje, North Macedonia",Nike runners,78.86
420,"Penang, Malaysia",Food,51.08
420,"Penang, Malaysia",Cigarettes 20 Pack,1.22
420,"Penang, Malaysia",Public Transport,5.51
420,"Penang, Malaysia",Petrol 50L ,55.5
420,"Penang, Malaysia",Utility bills ,74.15
420,"Penang, Malaysia",Internet 60mbps ,11.48
420,"Penang, Malaysia",Gym monthly ,26.72
420,"Penang, Malaysia",Cinema (1 ticket),3.67
420,"Penang, Malaysia",Levi 501 Jeans,45.63
420,"Penang, Malaysia",Nike runners,88.58
421,"Yangon, Myanmar",Food,53
421,"Yangon, Myanmar",Cigarettes 20 Pack,3.83
421,"Yangon, Myanmar",Public Transport,34.82
421,"Yangon, Myanmar",Petrol 50L ,73
421,"Yangon, Myanmar",Utility bills ,228.13
421,"Yangon, Myanmar",Internet 60mbps ,14.34
421,"Yangon, Myanmar",Gym monthly ,22.26
421,"Yangon, Myanmar",Cinema (1 ticket),5.41
421,"Yangon, Myanmar",Levi 501 Jeans,65.43
421,"Yangon, Myanmar",Nike runners,60.85
422,"Timisoara, Romania",Food,54.76
422,"Timisoara, Romania",Cigarettes 20 Pack,4.23
422,"Timisoara, Romania",Public Transport,22.54
422,"Timisoara, Romania",Petrol 50L ,73.5
422,"Timisoara, Romania",Utility bills ,157.01
422,"Timisoara, Romania",Internet 60mbps ,13.2
422,"Timisoara, Romania",Gym monthly ,31.18
422,"Timisoara, Romania",Cinema (1 ticket),5.07
422,"Timisoara, Romania",Levi 501 Jeans,63.43
422,"Timisoara, Romania",Nike runners,66
423,"Banja Luka, Bosnia And Herzegovina",Food,61.98
423,"Banja Luka, Bosnia And Herzegovina",Cigarettes 20 Pack,2.72
423,"Banja Luka, Bosnia And Herzegovina",Public Transport,27.49
423,"Banja Luka, Bosnia And Herzegovina",Petrol 50L ,39.5
423,"Banja Luka, Bosnia And Herzegovina",Utility bills ,140.58
423,"Banja Luka, Bosnia And Herzegovina",Internet 60mbps ,8.31
423,"Banja Luka, Bosnia And Herzegovina",Gym monthly ,37.84
423,"Banja Luka, Bosnia And Herzegovina",Cinema (1 ticket),4.64
423,"Banja Luka, Bosnia And Herzegovina",Levi 501 Jeans,71.2
423,"Banja Luka, Bosnia And Herzegovina",Nike runners,132.8
424,"Iasi, Romania",Food,54
424,"Iasi, Romania",Cigarettes 20 Pack,3.15
424,"Iasi, Romania",Public Transport,14.42
424,"Iasi, Romania",Petrol 50L ,106.5
424,"Iasi, Romania",Utility bills ,92.68
424,"Iasi, Romania",Internet 60mbps ,15.95
424,"Iasi, Romania",Gym monthly ,36.09
424,"Iasi, Romania",Cinema (1 ticket),6.67
424,"Iasi, Romania",Levi 501 Jeans,46.85
424,"Iasi, Romania",Nike runners,76.27
425,"Rostov-na-donu, Russia",Food,48.44
425,"Rostov-na-donu, Russia",Cigarettes 20 Pack,4.06
425,"Rostov-na-donu, Russia",Public Transport,28.4
425,"Rostov-na-donu, Russia",Petrol 50L ,74.5
425,"Rostov-na-donu, Russia",Utility bills ,193.54
425,"Rostov-na-donu, Russia",Internet 60mbps ,13.25
425,"Rostov-na-donu, Russia",Gym monthly ,28.32
425,"Rostov-na-donu, Russia",Cinema (1 ticket),6.54
425,"Rostov-na-donu, Russia",Levi 501 Jeans,72.39
425,"Rostov-na-donu, Russia",Nike runners,64.15
426,"Cebu, Philippines",Food,54.53
426,"Cebu, Philippines",Cigarettes 20 Pack,4.76
426,"Cebu, Philippines",Public Transport,18.2
426,"Cebu, Philippines",Petrol 50L ,87.5
426,"Cebu, Philippines",Utility bills ,125.52
426,"Cebu, Philippines",Internet 60mbps ,9.47
426,"Cebu, Philippines",Gym monthly ,39.25
426,"Cebu, Philippines",Cinema (1 ticket),6.74
426,"Cebu, Philippines",Levi 501 Jeans,73.68
426,"Cebu, Philippines",Nike runners,70.07
427,"Hanoi, Vietnam",Food,48.01
427,"Hanoi, Vietnam",Cigarettes 20 Pack,3.23
427,"Hanoi, Vietnam",Public Transport,29.56
427,"Hanoi, Vietnam",Petrol 50L ,74.5
427,"Hanoi, Vietnam",Utility bills ,162.02
427,"Hanoi, Vietnam",Internet 60mbps ,20.26
427,"Hanoi, Vietnam",Gym monthly ,21.84
427,"Hanoi, Vietnam",Cinema (1 ticket),3.23
427,"Hanoi, Vietnam",Levi 501 Jeans,80.04
427,"Hanoi, Vietnam",Nike runners,73.91
428,"Campinas, Brazil",Food,49.68
428,"Campinas, Brazil",Cigarettes 20 Pack,4.82
428,"Campinas, Brazil",Public Transport,21.41
428,"Campinas, Brazil",Petrol 50L ,88
428,"Campinas, Brazil",Utility bills ,114.73
428,"Campinas, Brazil",Internet 60mbps ,7.61
428,"Campinas, Brazil",Gym monthly ,40.09
428,"Campinas, Brazil",Cinema (1 ticket),5.35
428,"Campinas, Brazil",Levi 501 Jeans,53.77
428,"Campinas, Brazil",Nike runners,65.3
429,"Florianopolis, Brazil",Food,56.86
429,"Florianopolis, Brazil",Cigarettes 20 Pack,3.21
429,"Florianopolis, Brazil",Public Transport,26.72
429,"Florianopolis, Brazil",Petrol 50L ,78
429,"Florianopolis, Brazil",Utility bills ,81.06
429,"Florianopolis, Brazil",Internet 60mbps ,12.25
429,"Florianopolis, Brazil",Gym monthly ,25.11
429,"Florianopolis, Brazil",Cinema (1 ticket),7.35
429,"Florianopolis, Brazil",Levi 501 Jeans,41.15
429,"Florianopolis, Brazil",Nike runners,68.39
430,Data Unavailable for this city,No data for this city,0
431,"Quito, Ecuador",Food,67.67
431,"Quito, Ecuador",Cigarettes 20 Pack,3.2
431,"Quito, Ecuador",Public Transport,32.8
431,"Quito, Ecuador",Petrol 50L ,40.5
431,"Quito, Ecuador",Utility bills ,120.47
431,"Quito, Ecuador",Internet 60mbps ,9.26
431,"Quito, Ecuador",Gym monthly ,33.07
431,"Quito, Ecuador",Cinema (1 ticket),5.68
431,"Quito, Ecuador",Levi 501 Jeans,91.89
431,"Quito, Ecuador",Nike runners,120
432,"Bursa, Turkey",Food,57.27
432,"Bursa, Turkey",Cigarettes 20 Pack,3.05
432,"Bursa, Turkey",Public Transport,24.04
432,"Bursa, Turkey",Petrol 50L ,75.5
432,"Bursa, Turkey",Utility bills ,94.7
432,"Bursa, Turkey",Internet 60mbps ,10.29
432,"Bursa, Turkey",Gym monthly ,25.65
432,"Bursa, Turkey",Cinema (1 ticket),6.41
432,"Bursa, Turkey",Levi 501 Jeans,53.16
432,"Bursa, Turkey",Nike runners,70.13
433,"Nanjing, China",Food,62.61
433,"Nanjing, China",Cigarettes 20 Pack,2.99
433,"Nanjing, China",Public Transport,26.61
433,"Nanjing, China",Petrol 50L ,59.5
433,"Nanjing, China",Utility bills ,36.49
433,"Nanjing, China",Internet 60mbps ,10.57
433,"Nanjing, China",Gym monthly ,40.16
433,"Nanjing, China",Cinema (1 ticket),5.69
433,"Nanjing, China",Levi 501 Jeans,83.57
433,"Nanjing, China",Nike runners,92.12
434,"Petaling Jaya, Malaysia",Food,50.43
434,"Petaling Jaya, Malaysia",Cigarettes 20 Pack,6
434,"Petaling Jaya, Malaysia",Public Transport,25
434,"Petaling Jaya, Malaysia",Petrol 50L ,35.5
434,"Petaling Jaya, Malaysia",Utility bills ,35.88
434,"Petaling Jaya, Malaysia",Internet 60mbps ,36.78
434,"Petaling Jaya, Malaysia",Gym monthly ,34.12
434,"Petaling Jaya, Malaysia",Cinema (1 ticket),6.25
434,"Petaling Jaya, Malaysia",Levi 501 Jeans,61.25
434,"Petaling Jaya, Malaysia",Nike runners,89.5
435,"Lima, Peru",Food,47.93
435,"Lima, Peru",Cigarettes 20 Pack,3.83
435,"Lima, Peru",Public Transport,26.82
435,"Lima, Peru",Petrol 50L ,72.5
435,"Lima, Peru",Utility bills ,165.27
435,"Lima, Peru",Internet 60mbps ,13.04
435,"Lima, Peru",Gym monthly ,22.54
435,"Lima, Peru",Cinema (1 ticket),5.63
435,"Lima, Peru",Levi 501 Jeans,54.09
435,"Lima, Peru",Nike runners,64.23
436,"Debrecen, Hungary",Food,41.44
436,"Debrecen, Hungary",Cigarettes 20 Pack,5.15
436,"Debrecen, Hungary",Public Transport,4.07
436,"Debrecen, Hungary",Petrol 50L ,58.5
436,"Debrecen, Hungary",Utility bills ,23.56
436,"Debrecen, Hungary",Internet 60mbps ,9.61
436,"Debrecen, Hungary",Gym monthly ,9.43
436,"Debrecen, Hungary",Cinema (1 ticket),2.37
436,"Debrecen, Hungary",Levi 501 Jeans,20.59
436,"Debrecen, Hungary",Nike runners,44.42
437,"Tuzla, Bosnia And Herzegovina",Food,61.79
437,"Tuzla, Bosnia And Herzegovina",Cigarettes 20 Pack,3.2
437,"Tuzla, Bosnia And Herzegovina",Public Transport,31.76
437,"Tuzla, Bosnia And Herzegovina",Petrol 50L ,40
437,"Tuzla, Bosnia And Herzegovina",Utility bills ,106.24
437,"Tuzla, Bosnia And Herzegovina",Internet 60mbps ,7.85
437,"Tuzla, Bosnia And Herzegovina",Gym monthly ,31.04
437,"Tuzla, Bosnia And Herzegovina",Cinema (1 ticket),5.6
437,"Tuzla, Bosnia And Herzegovina",Levi 501 Jeans,73.45
437,"Tuzla, Bosnia And Herzegovina",Nike runners,122.07
438,"Lublin, Poland",Food,52.84
438,"Lublin, Poland",Cigarettes 20 Pack,5.03
438,"Lublin, Poland",Public Transport,19.27
438,"Lublin, Poland",Petrol 50L ,85.5
438,"Lublin, Poland",Utility bills ,147.42
438,"Lublin, Poland",Internet 60mbps ,8.03
438,"Lublin, Poland",Gym monthly ,28.9
438,"Lublin, Poland",Cinema (1 ticket),4.28
438,"Lublin, Poland",Levi 501 Jeans,64.22
438,"Lublin, Poland",Nike runners,74.93
439,"Craiova, Romania",Food,40.05
439,"Craiova, Romania",Cigarettes 20 Pack,1.94
439,"Craiova, Romania",Public Transport,9.72
439,"Craiova, Romania",Petrol 50L ,39.5
439,"Craiova, Romania",Utility bills ,73.31
439,"Craiova, Romania",Internet 60mbps ,28.38
439,"Craiova, Romania",Gym monthly ,33.88
439,"Craiova, Romania",Cinema (1 ticket),3.24
439,"Craiova, Romania",Levi 501 Jeans,48.38
439,"Craiova, Romania",Nike runners,75
440,"Jakarta, Indonesia",Food,43.88
440,"Jakarta, Indonesia",Cigarettes 20 Pack,3.59
440,"Jakarta, Indonesia",Public Transport,21.72
440,"Jakarta, Indonesia",Petrol 50L ,71.5
440,"Jakarta, Indonesia",Utility bills ,37.98
440,"Jakarta, Indonesia",Internet 60mbps ,36.34
440,"Jakarta, Indonesia",Gym monthly ,20.64
440,"Jakarta, Indonesia",Cinema (1 ticket),5.9
440,"Jakarta, Indonesia",Levi 501 Jeans,42.72
440,"Jakarta, Indonesia",Nike runners,82.66
441,"Erbil (Irbil), Iraq",Food,48.05
441,"Erbil (Irbil), Iraq",Cigarettes 20 Pack,4.6
441,"Erbil (Irbil), Iraq",Public Transport,12.84
441,"Erbil (Irbil), Iraq",Petrol 50L ,85.5
441,"Erbil (Irbil), Iraq",Utility bills ,123.96
441,"Erbil (Irbil), Iraq",Internet 60mbps ,8.35
441,"Erbil (Irbil), Iraq",Gym monthly ,34.25
441,"Erbil (Irbil), Iraq",Cinema (1 ticket),6.32
441,"Erbil (Irbil), Iraq",Levi 501 Jeans,50.71
441,"Erbil (Irbil), Iraq",Nike runners,65.56
442,"La Paz, Bolivia",Food,43.51
442,"La Paz, Bolivia",Cigarettes 20 Pack,2.25
442,"La Paz, Bolivia",Public Transport,14.09
442,"La Paz, Bolivia",Petrol 50L ,40
442,"La Paz, Bolivia",Utility bills ,34.32
442,"La Paz, Bolivia",Internet 60mbps ,36.58
442,"La Paz, Bolivia",Gym monthly ,23.24
442,"La Paz, Bolivia",Cinema (1 ticket),3.24
442,"La Paz, Bolivia",Levi 501 Jeans,36.73
442,"La Paz, Bolivia",Nike runners,56.49
443,Data Unavailable for this city,No data for this city,0
444,"Sibiu, Romania",Food,65.74
444,"Sibiu, Romania",Cigarettes 20 Pack,3.16
444,"Sibiu, Romania",Public Transport,24
444,"Sibiu, Romania",Petrol 50L ,42.5
444,"Sibiu, Romania",Utility bills ,117.42
444,"Sibiu, Romania",Internet 60mbps ,8.24
444,"Sibiu, Romania",Gym monthly ,44.22
444,"Sibiu, Romania",Cinema (1 ticket),6.24
444,"Sibiu, Romania",Levi 501 Jeans,104.4
444,"Sibiu, Romania",Nike runners,113.97
445,"Nairobi, Kenya",Food,52.15
445,"Nairobi, Kenya",Cigarettes 20 Pack,3.23
445,"Nairobi, Kenya",Public Transport,22.65
445,"Nairobi, Kenya",Petrol 50L ,79
445,"Nairobi, Kenya",Utility bills ,145.62
445,"Nairobi, Kenya",Internet 60mbps ,23.34
445,"Nairobi, Kenya",Gym monthly ,27.49
445,"Nairobi, Kenya",Cinema (1 ticket),3.59
445,"Nairobi, Kenya",Levi 501 Jeans,66.1
445,"Nairobi, Kenya",Nike runners,91.35
446,"Istanbul, Turkey",Food,34.91
446,"Istanbul, Turkey",Cigarettes 20 Pack,1.68
446,"Istanbul, Turkey",Public Transport,26.22
446,"Istanbul, Turkey",Petrol 50L ,26
446,"Istanbul, Turkey",Utility bills ,67.58
446,"Istanbul, Turkey",Internet 60mbps ,19.69
446,"Istanbul, Turkey",Gym monthly ,17.95
446,"Istanbul, Turkey",Cinema (1 ticket),3.36
446,"Istanbul, Turkey",Levi 501 Jeans,41.2
446,"Istanbul, Turkey",Nike runners,62.19
447,"Belo Horizonte, Brazil",Food,40.16
447,"Belo Horizonte, Brazil",Cigarettes 20 Pack,2.2
447,"Belo Horizonte, Brazil",Public Transport,9.86
447,"Belo Horizonte, Brazil",Petrol 50L ,40
447,"Belo Horizonte, Brazil",Utility bills ,45.37
447,"Belo Horizonte, Brazil",Internet 60mbps ,24.36
447,"Belo Horizonte, Brazil",Gym monthly ,36.46
447,"Belo Horizonte, Brazil",Cinema (1 ticket),2.92
447,"Belo Horizonte, Brazil",Levi 501 Jeans,34.84
447,"Belo Horizonte, Brazil",Nike runners,85.89
448,Data Unavailable for this city,No data for this city,0
449,"Windhoek, Namibia",Food,39.98
449,"Windhoek, Namibia",Cigarettes 20 Pack,1.61
449,"Windhoek, Namibia",Public Transport,18.73
449,"Windhoek, Namibia",Petrol 50L ,70
449,"Windhoek, Namibia",Utility bills ,51
449,"Windhoek, Namibia",Internet 60mbps ,8.71
449,"Windhoek, Namibia",Gym monthly ,19.94
449,"Windhoek, Namibia",Cinema (1 ticket),2.68
449,"Windhoek, Namibia",Levi 501 Jeans,35.5
449,"Windhoek, Namibia",Nike runners,67.38
